user_id,age,gender,education_level,employment_status,job_title,monthly_income_usd,monthly_expenses_usd,savings_usd,has_loan,loan_type,loan_amount_usd,loan_term_months,monthly_emi_usd,loan_interest_rate_pct,debt_to_income_ratio,credit_score,savings_to_income_ratio,region,record_date,expense_to_income_ratio,emi_to_income_ratio,cash_buffer_months,financial_obligation_ratio
U00023,24,Female,Master,Self-employed,Driver,1694.87,604.03,118470.87,Yes,Education,78365.77,180,1315.94,18.95,0.78,641,69.8996796214459,North America,25-11-2023,0.3563872155386549,0.7764253305563259,196.13408274423455,1.1328125460949807
U00024,69,Male,Bachelor,Employed,Salesperson,998.46,612.4,92532.51,Yes,Education,229175.32,180,1741.49,4.4,1.74,649,92.67522985397511,Asia,22-05-2022,0.6133445506079361,1.7441760310878753,151.0981548007838,2.357520581695811
U00025,57,Female,Other,Employed,Driver,2676.43,1507.85,28157.7,Yes,Education,41355.61,360,745.27,21.59,0.28,357,10.52061888411055,Europe,11-12-2021,0.563381071053605,0.2784567502232452,18.67407235467719,0.8418378212768501
U00026,18,Male,Bachelor,Employed,Accountant,5704.87,3971.27,196567.84,No,,0.0,0,0.0,0.0,0.0,746,34.45614711641107,Other,06-05-2022,0.6961192805445172,0.0,49.497475618630816,0.6961192805445172
U00027,39,Female,High School,Employed,Driver,3525.22,1264.5,210117.09,No,,0.0,0,0.0,0.0,0.0,588,59.603965142601034,Other,20-01-2023,0.3587010172414771,0.0,166.16614472123368,0.3587010172414771
U00028,40,Male,PhD,Unemployed,Doctor,7744.01,4063.81,585076.67,No,,0.0,0,0.0,0.0,0.0,624,75.55215837789466,Other,14-06-2024,0.5247681756609301,0.0,143.97244703861648,0.5247681756609301
U00029,21,Female,PhD,Student,Doctor,500.0,342.99,27820.22,No,,0.0,0,0.0,0.0,0.0,567,55.640440000000005,Asia,01-02-2022,0.68598,0.0,81.11087786815942,0.68598
U00030,18,Other,PhD,Employed,Teacher,6561.08,2121.71,489775.18,Yes,Home,160168.84,24,7393.94,10.04,1.13,495,74.64856090765545,Europe,29-11-2022,0.3233781633511556,1.1269394672828252,230.8398320222839,1.450317630633981
U00031,67,Female,Master,Self-employed,Salesperson,4101.49,2272.56,281937.28,No,,0.0,0,0.0,0.0,0.0,398,68.74020904598086,Africa,16-01-2023,0.5540815654798622,0.0,124.0615341289119,0.5540815654798622
U00032,35,Male,Bachelor,Unemployed,Salesperson,4989.2,2211.0,408942.57,No,,0.0,0,0.0,0.0,0.0,572,81.96555960875492,North America,14-10-2024,0.44315721959432375,0.0,184.95819538670284,0.44315721959432375
U00033,37,Female,Bachelor,Unemployed,Engineer,3177.42,2777.32,259278.31,No,,0.0,0,0.0,0.0,0.0,805,81.60026373598706,Other,30-09-2022,0.8740802286131516,0.0,93.35557659902351,0.8740802286131516
U00034,22,Male,Bachelor,Self-employed,Doctor,5968.05,5178.58,561103.95,Yes,Education,247715.73,240,6187.05,29.89,1.04,432,94.01797069394524,Asia,23-04-2024,0.8677172610819279,1.0366954030210873,108.35092824673944,1.9044126641030152
U00035,40,Female,Master,Student,Accountant,5227.68,1885.49,58507.61,No,,0.0,0,0.0,0.0,0.0,469,11.191888179842683,North America,08-07-2023,0.3606743335475775,0.0,31.03045362213536,0.3606743335475775
U00036,67,Female,High School,Employed,Unemployed,6715.76,5990.35,306664.24,Yes,Business,119105.91,240,2948.4,29.62,0.44,431,45.66337093642417,Africa,13-04-2025,0.8919839303369984,0.4390270051341918,51.19304214277963,1.33101093547119
U00037,23,Female,Bachelor,Employed,Student,5715.32,2095.91,341340.99,Yes,Business,286165.04,60,5560.36,6.21,0.97,660,59.723863230755235,North America,28-12-2023,0.3667178740647943,0.9728869074697479,162.8605188199875,1.3396047815345422
U00038,20,Female,Other,Employed,Engineer,3680.12,1287.07,235418.64,No,,0.0,0,0.0,0.0,0.0,357,63.97037053139572,Africa,04-10-2022,0.3497358781778855,0.0,182.9105176874607,0.3497358781778855
U00039,62,Other,High School,Unemployed,Unemployed,5687.15,1963.55,119125.28,Yes,Car,227815.99,120,4681.0,21.82,0.82,558,20.94639318463554,North America,18-04-2023,0.3452608072584687,0.8230836183325568,60.66832013445036,1.1683444255910256
U00040,28,Male,Other,Unemployed,Manager,1867.36,1255.01,63775.73,Yes,Home,194745.92,24,9002.72,10.18,4.82,340,34.15288428583669,Africa,15-02-2022,0.6720771570559507,4.821095021849027,50.81690982541972,5.493172178904978
U00041,44,Female,Bachelor,Employed,Doctor,970.85,368.84,9953.74,No,,0.0,0,0.0,0.0,0.0,555,10.252603388783024,Other,30-07-2024,0.3799145079054436,0.0,26.986606658713807,0.3799145079054436
U00042,64,Female,High School,Unemployed,Salesperson,5359.32,1692.58,246120.6,No,,0.0,0,0.0,0.0,0.0,523,45.923848547950115,North America,16-04-2022,0.3158199174522141,0.0,145.41150196741071,0.3158199174522141
U00043,28,Female,Bachelor,Student,Engineer,3770.92,2069.83,127007.45,Yes,Home,346165.48,120,9122.99,29.99,2.42,736,33.68075960243124,Other,25-07-2023,0.5488925779385402,2.419300860267521,61.361295372083696,2.968193438206061
U00044,54,Female,Bachelor,Employed,Accountant,6475.63,2444.52,741726.83,No,,0.0,0,0.0,0.0,0.0,745,114.54126162242129,North America,10-04-2022,0.3774953170579542,0.0,303.4243246117847,0.3774953170579542
U00045,66,Female,High School,Employed,Student,4484.67,3423.56,282513.69,No,,0.0,0,0.0,0.0,0.0,353,62.99542441249858,Africa,19-11-2024,0.7633917322790751,0.0,82.52044363177511,0.7633917322790751
U00046,22,Male,Master,Employed,Student,8094.8,6096.05,606242.03,No,,0.0,0,0.0,0.0,0.0,734,74.89277437367198,Africa,14-12-2022,0.753082225626328,0.0,99.44833621771475,0.753082225626328
U00047,51,Male,Bachelor,Employed,Driver,3461.19,2105.77,326383.22,Yes,Car,262277.54,12,25393.55,28.64,7.34,437,94.29797844094082,North America,26-02-2022,0.6083948006321526,7.336653000846529,154.9947145224787,7.945047801478682
U00048,27,Female,High School,Employed,Unemployed,5435.08,3236.98,218792.9,No,,0.0,0,0.0,0.0,0.0,410,40.255690808598956,North America,17-04-2024,0.5955717303149172,0.0,67.59167495628641,0.5955717303149172
U00049,40,Male,High School,Employed,Manager,5120.45,2800.87,538000.21,No,,0.0,0,0.0,0.0,0.0,360,105.06893144157252,Europe,11-09-2021,0.5469968459803337,0.0,192.083249133305,0.5469968459803337
U00050,68,Male,High School,Employed,Unemployed,2175.74,768.52,33792.6,No,,0.0,0,0.0,0.0,0.0,645,15.53154329101823,Europe,14-04-2025,0.3532223519354335,0.0,43.971009212512364,0.3532223519354335
U00051,66,Female,Master,Employed,Accountant,7928.51,4812.56,157372.59,Yes,Education,139161.95,12,11931.17,5.28,1.5,552,19.848948919784423,Africa,26-05-2025,0.6069942523879014,1.5048439114032774,32.700390228901036,2.111838163791179
U00052,32,Female,PhD,Employed,Student,3605.56,2230.97,312952.9,Yes,Car,126966.04,240,2312.37,21.55,0.64,662,86.79730749176272,Africa,04-05-2022,0.6187582511454531,0.6413344945029343,140.27660613993018,1.2600927456483875
U00053,62,Female,Bachelor,Employed,Accountant,2457.83,1569.03,248428.48,Yes,Home,60761.3,12,5405.96,12.26,2.2,324,101.0763478352856,Africa,26-12-2021,0.6383801971657926,2.1994849114869623,158.33252391605006,2.8378651086527547
U00054,27,Female,Bachelor,Employed,Unemployed,5152.35,3359.87,462465.71,No,,0.0,0,0.0,0.0,0.0,724,89.75820936077712,Other,24-05-2024,0.6521043795549603,0.0,137.64392967585056,0.6521043795549603
U00055,23,Female,Master,Employed,Unemployed,1202.86,434.32,23286.97,Yes,Business,425557.94,300,9661.11,27.21,8.03,542,19.359667791762966,Other,30-06-2024,0.3610727765492244,8.031782584839467,53.61707957266532,8.39285536138869
U00056,53,Other,Master,Employed,Doctor,5125.94,1554.08,599929.66,No,,0.0,0,0.0,0.0,0.0,740,117.03797937549017,Europe,18-08-2022,0.30317951439150675,0.0,386.0352491506229,0.30317951439150675
U00057,32,Female,Bachelor,Unemployed,Salesperson,2870.89,1594.1,176571.54,Yes,Car,353907.82,180,5875.96,18.69,2.05,438,61.504111965279066,Africa,06-03-2023,0.5552633503896004,2.0467381195378436,110.76566087447463,2.602001469927444
U00058,30,Female,High School,Employed,Salesperson,1995.91,674.67,237128.63,Yes,Home,44846.19,120,434.49,3.07,0.22,849,118.8072758791729,Asia,17-08-2022,0.33802626370928546,0.21769017641076,351.473505565684,0.5557164401200454
U00059,47,Male,Master,Self-employed,Teacher,4742.29,4092.62,107794.57,Yes,Business,361076.68,300,7642.18,25.35,1.61,528,22.730488856649426,Africa,16-12-2024,0.8630050039116123,1.6114957119872468,26.33876831956058,2.474500715898859
U00060,47,Female,High School,Employed,Doctor,2792.03,1367.31,198487.74,No,,0.0,0,0.0,0.0,0.0,594,71.09083355121541,Asia,13-12-2023,0.4897189500112821,0.0,145.16659718717773,0.4897189500112821
U00061,55,Female,Bachelor,Employed,Engineer,3521.64,2205.01,383467.46,No,,0.0,0,0.0,0.0,0.0,497,108.8888869958315,Asia,20-01-2023,0.6261315750616191,0.0,173.90735642922255,0.6261315750616191
U00062,24,Female,Master,Employed,Engineer,5646.21,3501.08,606371.55,No,,0.0,0,0.0,0.0,0.0,849,107.39443803896773,North America,19-03-2025,0.6200761218587335,0.0,173.19557108092363,0.6200761218587335
U00063,50,Female,Master,Employed,Doctor,7019.54,5798.56,293692.72,No,,0.0,0,0.0,0.0,0.0,458,41.83931140787003,Africa,21-05-2022,0.8260598272821297,0.0,50.64925084848651,0.8260598272821297
U00064,62,Male,Bachelor,Self-employed,Salesperson,4804.07,2843.12,239165.22,No,,0.0,0,0.0,0.0,0.0,710,49.78387492272178,Asia,10-03-2024,0.5918148569858475,0.0,84.12069135316132,0.5918148569858475
U00065,68,Female,Master,Employed,Doctor,500.0,288.6,56868.63,Yes,Education,70418.98,24,3567.2,19.51,7.13,759,113.73725999999999,Africa,25-06-2023,0.5772,7.134399999999999,197.04999999999998,7.7116
U00066,53,Female,Master,Employed,Engineer,6992.09,4515.3,512364.61,No,,0.0,0,0.0,0.0,0.0,328,73.27774814111375,North America,19-07-2023,0.6457725801584362,0.0,113.4729940424778,0.6457725801584362
U00067,39,Female,High School,Employed,Doctor,4111.45,2692.03,199822.72,Yes,Education,103584.32,360,444.01,3.13,0.11,543,48.60152014496103,North America,30-07-2021,0.6547641343078476,0.10799353026304588,74.2275234674205,0.7627576645708936
U00068,43,Female,Bachelor,Employed,Teacher,6188.38,5266.76,439026.61,Yes,Car,71287.65,300,1116.02,18.6,0.18,479,70.94370578406627,Other,04-02-2024,0.8510724939321761,0.18034122015777956,83.35800568091197,1.0314137140899557
U00069,41,Male,Master,Employed,Teacher,1965.62,1723.15,37073.82,No,,0.0,0,0.0,0.0,0.0,775,18.86113287410588,Other,23-12-2024,0.8766445192865356,0.0,21.51514377738444,0.8766445192865356
U00070,57,Female,Bachelor,Employed,Student,5033.34,2798.91,484278.3,Yes,Home,96153.17,300,1525.39,18.86,0.3,670,96.21410435217966,Europe,30-05-2025,0.5560740979151021,0.30305721449375567,173.02389144345477,0.8591313124088578
U00071,19,Female,Bachelor,Employed,Driver,3314.62,2708.28,376535.92,Yes,Home,448817.77,24,21557.52,14.04,6.5,386,113.59851808050395,Africa,15-11-2023,0.8170710368005987,6.503768154418908,139.03138523343227,7.320839191219506
U00072,49,Female,Master,Employed,Student,3257.12,1473.3,79793.7,No,,0.0,0,0.0,0.0,0.0,627,24.498237706931278,North America,20-06-2022,0.4523321216289237,0.0,54.15984524536754,0.4523321216289237
U00073,64,Female,Master,Employed,Manager,3519.35,2580.95,361988.87,No,,0.0,0,0.0,0.0,0.0,751,102.85674059130237,Africa,20-11-2021,0.7333598533820165,0.0,140.25411960712142,0.7333598533820165
U00074,54,Male,Bachelor,Employed,Teacher,3250.36,1000.46,36918.93,Yes,Car,62265.67,36,2274.23,18.74,0.7,381,11.358412606603576,Europe,29-04-2025,0.30779975141215127,0.6996855732903432,36.9019551006537,1.0074853247024944
U00075,18,Female,Bachelor,Employed,Teacher,3341.34,2667.7,141034.04,No,,0.0,0,0.0,0.0,0.0,525,42.20882639898963,Other,15-07-2024,0.7983922617871871,0.0,52.86727892941486,0.7983922617871871
U00076,61,Male,Other,Self-employed,Engineer,3806.35,3125.32,224981.27,No,,0.0,0,0.0,0.0,0.0,427,59.10682675003612,North America,03-11-2022,0.821080562743836,0.0,71.98663496857921,0.821080562743836
U00077,67,Male,Bachelor,Employed,Accountant,2754.29,2206.07,325411.04,No,,0.0,0,0.0,0.0,0.0,408,118.14697798706744,Europe,23-07-2024,0.8009577785926683,0.0,147.50712352735857,0.8009577785926683
U00078,40,Female,Master,Employed,Doctor,3163.71,1894.6,29044.24,No,,0.0,0,0.0,0.0,0.0,677,9.18043689212981,Africa,08-11-2021,0.5988538772517076,0.0,15.330011611949754,0.5988538772517076
U00079,40,Male,High School,Employed,Unemployed,2186.84,1486.74,131034.87,No,,0.0,0,0.0,0.0,0.0,700,59.919733496735006,Europe,05-07-2023,0.6798576942071665,0.0,88.13569958432544,0.6798576942071665
U00080,38,Male,Bachelor,Employed,Unemployed,5688.88,4225.81,62785.22,No,,0.0,0,0.0,0.0,0.0,328,11.036481697627652,Other,04-07-2023,0.742819324717695,0.0,14.857558669225543,0.742819324717695
U00081,28,Male,Bachelor,Self-employed,Student,5082.0,2734.06,582120.37,Yes,Business,108255.25,60,2724.3,17.58,0.54,766,114.54552735143645,Asia,26-08-2023,0.5379889807162535,0.5360684769775679,212.91426303738763,1.0740574576938215
U00082,69,Male,Bachelor,Employed,Teacher,4265.87,2875.19,245455.57,Yes,Business,364366.19,360,6698.74,22.03,1.57,341,57.539392902268474,North America,24-08-2024,0.673998504408245,1.5703103938938598,85.37020857752009,2.244308898302105
U00083,56,Male,High School,Employed,Driver,5243.62,2708.77,63342.67,No,,0.0,0,0.0,0.0,0.0,316,12.07995049221721,Europe,16-06-2022,0.5165839629874018,0.0,23.384292501762793,0.5165839629874018
U00084,66,Male,Bachelor,Unemployed,Manager,859.55,587.39,78540.06,No,,0.0,0,0.0,0.0,0.0,499,91.37346285847246,North America,14-09-2024,0.6833692048164738,0.0,133.71024362008205,0.6833692048164738
U00085,35,Female,Bachelor,Student,Student,500.0,186.16,44022.81,Yes,Business,485558.06,240,9979.87,24.47,19.96,522,88.04562,Africa,07-11-2021,0.37232,19.95974,236.47835195530726,20.332060000000002
U00086,56,Male,Bachelor,Self-employed,Manager,3441.0,1507.18,53415.83,Yes,Education,265602.3,240,3287.4,13.92,0.96,338,15.523344957861088,North America,29-03-2025,0.4380063934902645,0.9553618134263295,35.440909513130485,1.393368206916594
U00087,21,Female,Bachelor,Self-employed,Teacher,5426.8,4228.94,649884.11,Yes,Home,45183.16,120,755.47,15.95,0.14,571,119.75457175499373,Africa,27-09-2021,0.7792695511166801,0.13921095304783665,153.67541511584466,0.9184805041645168
U00088,64,Male,High School,Employed,Doctor,4094.03,3040.02,121047.06,Yes,Home,149204.44,24,6954.1,11.0,1.7,592,29.566725207191933,North America,08-04-2025,0.7425495172238601,1.6985952716516488,39.81784988256656,2.441144788875509
U00089,65,Male,Other,Employed,Engineer,2093.08,1829.04,200938.05,Yes,Business,209372.81,300,4694.32,26.87,2.24,643,96.00113230263536,Asia,05-02-2024,0.8738509755957727,2.2427809734936073,109.85984450859466,3.1166319490893803
U00090,30,Other,Master,Employed,Manager,3449.75,2986.24,270384.58,No,,0.0,0,0.0,0.0,0.0,792,78.37802159576782,Europe,18-05-2024,0.865639539097036,0.0,90.54348612301759,0.865639539097036
U00091,60,Male,Bachelor,Employed,Driver,4937.13,3346.72,132805.31,No,,0.0,0,0.0,0.0,0.0,319,26.89929371922554,Europe,13-09-2022,0.6778675060207043,0.0,39.68222916766267,0.6778675060207043
U00092,66,Male,Bachelor,Self-employed,Engineer,5016.38,1968.11,492212.1,Yes,Business,374187.93,360,5948.51,19.01,1.19,656,98.12097568366032,Europe,10-10-2023,0.3923367049545688,1.1858172626475665,250.09379557036954,1.5781539676021354
U00093,28,Female,Bachelor,Employed,Accountant,3861.95,3317.24,341949.66,Yes,Business,186971.57,300,3408.99,21.78,0.88,475,88.54326441305558,Europe,15-08-2021,0.8589546731573428,0.882712101399552,103.08258069961775,1.7416667745568948
U00094,35,Male,Bachelor,Self-employed,Salesperson,3624.84,3243.82,30840.95,No,,0.0,0,0.0,0.0,0.0,617,8.508223811257876,Other,19-10-2022,0.8948863949857098,0.0,9.507602148084665,0.8948863949857098
U00095,68,Female,Bachelor,Self-employed,Engineer,4480.05,3113.95,458081.12,No,,0.0,0,0.0,0.0,0.0,662,102.24910882691042,Other,31-03-2025,0.6950703675182196,0.0,147.10612566033495,0.6950703675182196
U00096,42,Female,High School,Self-employed,Student,4611.11,3822.53,532141.72,No,,0.0,0,0.0,0.0,0.0,330,115.40425624198946,Europe,16-07-2025,0.8289826093934,0.0,139.21191462199118,0.8289826093934
U00097,27,Female,Bachelor,Student,Teacher,4836.51,2923.58,9472.99,Yes,Home,163890.35,360,2746.73,20.06,0.57,522,1.9586416651676517,Europe,18-12-2024,0.6044813305461996,0.5679157078141056,3.2402020810102683,1.172397038360305
U00098,41,Female,High School,Employed,Student,4800.82,2999.36,554991.36,Yes,Business,90569.16,120,995.07,5.77,0.21,495,115.60345107710766,Africa,15-08-2021,0.6247599368441226,0.20727084123128967,185.03659447348767,0.8320307780754123
U00099,49,Female,PhD,Employed,Unemployed,3532.02,1182.35,35580.5,No,,0.0,0,0.0,0.0,0.0,569,10.073697204432591,Other,06-02-2022,0.3347517850974796,0.0,30.09303505730114,0.3347517850974796
U00100,29,Female,High School,Self-employed,Student,7693.61,2611.02,760095.88,Yes,Business,385433.3,240,5086.74,15.04,0.66,729,98.79573828150895,Europe,05-02-2024,0.3393751437881567,0.6611642648899542,291.11070769277904,1.000539408678111
U00101,46,Female,High School,Unemployed,Student,2914.79,2343.4,271108.54,Yes,Car,137356.5,12,13323.69,29.01,4.57,739,93.01134558578833,Africa,18-02-2024,0.8039687250196412,4.57106343853245,115.69025347785268,5.375032163552091
U00102,46,Female,Bachelor,Self-employed,Unemployed,5754.2,4350.5,309260.01,Yes,Home,447155.5,24,20376.93,8.75,3.54,823,53.74509228042126,Europe,16-01-2024,0.7560564457265997,3.541227277466894,71.08608435811976,4.297283723193494
U00103,32,Male,Bachelor,Employed,Accountant,4685.45,3572.9,475855.46,No,,0.0,0,0.0,0.0,0.0,686,101.5602471480861,Other,10-10-2021,0.7625521561429532,0.0,133.18465672143077,0.7625521561429532
U00104,61,Male,PhD,Self-employed,Accountant,4913.51,1477.68,355154.79,No,,0.0,0,0.0,0.0,0.0,820,72.2812795740723,North America,03-06-2024,0.3007381688446752,0.0,240.34621162904008,0.3007381688446752
U00105,39,Female,Bachelor,Self-employed,Engineer,3095.39,2043.0,110968.23,No,,0.0,0,0.0,0.0,0.0,401,35.84951492380605,North America,27-09-2024,0.6600137624015068,0.0,54.31631424375917,0.6600137624015068
U00106,25,Female,Master,Employed,Accountant,500.0,321.27,1691.04,No,,0.0,0,0.0,0.0,0.0,391,3.3820799999999998,Africa,21-09-2022,0.64254,0.0,5.263610047623494,0.64254
U00107,50,Female,High School,Employed,Teacher,6046.28,2113.21,599502.38,Yes,Car,67225.16,240,580.0,8.42,0.1,421,99.15226883306761,Europe,13-03-2024,0.34950581183802276,0.09592675165556343,283.69276124947356,0.4454325634935862
U00108,32,Male,High School,Employed,Driver,4183.17,3504.38,300600.36,No,,0.0,0,0.0,0.0,0.0,522,71.85946542932751,North America,27-03-2023,0.8377331067109394,0.0,85.77847151279255,0.8377331067109394
U00109,67,Female,PhD,Self-employed,Doctor,6099.11,2122.91,655680.06,No,,0.0,0,0.0,0.0,0.0,613,107.50421946808635,Europe,11-05-2025,0.34806881659783145,0.0,308.8590943563317,0.34806881659783145
U00110,20,Male,High School,Employed,Teacher,2929.53,984.94,89514.32,Yes,Education,308255.27,36,12976.42,29.35,4.43,655,30.555863909910464,Other,29-10-2021,0.3362109280328244,4.429522824480377,90.88301825491908,4.765733752513202
U00111,25,Female,Bachelor,Employed,Teacher,5011.98,2986.97,54557.14,No,,0.0,0,0.0,0.0,0.0,744,10.885346709284555,Other,10-01-2025,0.5959660653075232,0.0,18.265044509988385,0.5959660653075232
U00112,32,Male,Bachelor,Unemployed,Manager,500.0,277.65,21148.54,Yes,Business,252917.6,24,13678.18,26.41,27.36,719,42.29708,Europe,15-03-2023,0.5552999999999999,27.356360000000002,76.1697820997659,27.91166
U00113,51,Female,Master,Student,Unemployed,2223.58,1179.18,125718.01,No,,0.0,0,0.0,0.0,0.0,819,56.53855944018205,Africa,05-07-2025,0.5303069824337331,0.0,106.61477467392594,0.5303069824337331
U00114,65,Female,Master,Employed,Teacher,1273.92,520.51,130832.79,No,,0.0,0,0.0,0.0,0.0,617,102.70094668425018,Africa,05-05-2025,0.4085892363727706,0.0,251.35499798274768,0.4085892363727706
U00115,64,Female,Bachelor,Self-employed,Student,3275.12,2887.5,104365.8,No,,0.0,0,0.0,0.0,0.0,748,31.866252228925966,Africa,15-10-2021,0.8816470846869733,0.0,36.144,0.8816470846869733
U00116,53,Other,Bachelor,Employed,Driver,1760.66,995.15,71323.73,No,,0.0,0,0.0,0.0,0.0,660,40.509655470107795,North America,18-09-2021,0.5652141810457442,0.0,71.67133597950057,0.5652141810457442
U00117,22,Male,Master,Self-employed,Unemployed,5694.16,3329.82,577885.77,No,,0.0,0,0.0,0.0,0.0,455,101.48744854377117,Africa,13-04-2024,0.5847780884274415,0.0,173.5486512784475,0.5847780884274415
U00118,37,Male,High School,Employed,Doctor,6445.0,2133.41,497762.51,Yes,Education,467003.63,120,5135.59,5.79,0.8,505,77.23235221101629,Africa,30-09-2024,0.33101784328937156,0.796833204034135,233.31779170436064,1.1278510473235066
U00119,59,Male,Bachelor,Self-employed,Teacher,911.07,558.52,38180.42,No,,0.0,0,0.0,0.0,0.0,450,41.907229960376256,Other,31-07-2023,0.613037417542011,0.0,68.35998710878751,0.613037417542011
U00120,69,Female,Bachelor,Self-employed,Teacher,5006.86,2067.88,440716.54,Yes,Home,434202.98,180,4636.79,9.89,0.93,492,88.02254107364696,Europe,21-09-2023,0.41300935117019455,0.9260874080761197,213.12481381898368,1.339096759246314
U00121,60,Female,Bachelor,Self-employed,Manager,4746.79,1746.18,454299.28,No,,0.0,0,0.0,0.0,0.0,300,95.70663121814954,Asia,31-10-2021,0.3678654416984952,0.0,260.167497050705,0.3678654416984952
